发送时间,视频内弹幕出现时间,弹幕文本
1676493268,596.27100,疫情的时候不太香
1676484976,584.20100,华西那件事希望大家了解一下，医学生还是比其他行业卷……
1676478992,33.13900,拉倒吧，每年所有院校的医学专业的分数线都涨
1676478863,485.31900,土木
1676477583,38.42100,up可以去查一下全国有几个医院能盈利
1676477464,627.12700,up也不是很了解，
1676477199,368.49900,18线下的小县城的护士，没觉得社会地位高，来医院不是来求医的，是来服务的
1676470380,521.00800,确实。。。感兴趣最重要。赚钱的事真不好说
1676461836,595.85400,规培是没有钱的
1676461818,577.41700,学费也很高
1676461792,551.14600,学了五年，八年怎么怎么舍得转行
1676461736,495.65500,护理
1676461708,467.86200,县医院都需要研究上及以上的
1676461643,402.70100,医学生需要考博
1676461517,276.52900,确实挺安全的。一学至少8年
1676461456,215.18100,研究中医
1676461390,552.34300,一个班级最后也就一半的人还坚守临床
1676459696,483.58000,土木工程
1676459559,342.72200,我也不想生病啊
1676459495,595.04300,我滴妈…行政up是真的不了解哦，干行政那是行业链顶端
1676459154,533.52600,咱不是爱脑袋，主要是爱踢球（Dogs）
1676459080,482.01900,土木工程
1676458276,581.56200,规培不得给医院钱
1676458175,502.72200,得考啊，不考怎么进去
1676458159,498.46200,教师
1676458122,464.76200,毕业先得进医院，不然就得换行业
1676457814,491.87800,土木
1676456900,156.16900,有没一种可能人卫版的教材不有趣，但是英文原版医学教材编写得很有趣
1676453997,495.85800,医院考执业医师
1676453174,114.88600,一点也不有趣
1676453099,74.84600,我喜欢看书，咋办，想转去英语
1676449246,208.91300,本医学生也觉得医学很有意思
1676446378,100.16100,主要是可以创造出自己的东西，以及因此带来的成就感
1676445239,520.06500,哈哈哈哈笑死了
1676445120,414.20400,那是因为之前卷从60到95，现在的95往上多卷一分都很难，幅度当然小
1676442759,485.10600,没有规培证医师资格证学位证毕业证，拿什么进基层医院？
1676440525,375.65900,一路从高中走过来，体育生，艺术生，舞蹈生，哪个学习成本不高？
1676440121,474.83000,水论文贼严重
1676437229,512.97600,土木去工地，本科就行
1676437208,492.47700,土木
1676435384,89.35800,更倾向于喜欢欧美文化吧
1676433098,320.67100,要说有趣和实用性，经济金融专业比医学更强，只不过需要一定的家底
1676432776,122.49900,你不会觉得背书很有趣吧？
1676432638,188.57000,所有的都看完了，脚好了
1676432438,28.59300,不是天打雷劈吗
1676432057,534.62000,不至于不至于
1676431744,274.16000,土木工程(不是)
1676426431,307.61200,高中同学等你30岁了真不一定能联系上了
1676425941,514.34000,不是一线城市的县级医院确实收本科生
1676425866,615.06400,6
1676422478,351.24500,哈哈哈哈哈哈哈up对英语专业的鄙视无以言表
1676422328,634.95700,抱歉，古今中外都从来没有解决过
1676421910,597.89700,点踩了，xdm
1676421804,523.15500,那是因为医学沉没成本很高
1676421522,330.66800,你这观点太主观了
1676421513,330.66800,律师还是有用的好吗，难免会遇到什么纠纷
1676418619,510.54600,基层医院确实有缺口
1676418494,482.60200,警校
1676416384,509.59900,在县医院刷十年脸，再在附近开个小诊所，每年赚一套房
1676410609,528.86100,现在小医院也卷到死
1676399190,592.31000,行政up真理解错了，不是谁都能去的
1676398828,261.24500,确实很有趣，还是爱学的
1676397514,365.16600,但是学习成本相当高，很难啊
1676397421,58.14800,喜欢英语
1676396921,381.36300,哈哈哈哈哈哈不提挣钱这事
1676396853,312.77800,他只对别人有用，对自己更多的是痛苦
1676396506,235.15400,过程可能有趣，目标确实死板的
1676396340,52.44500,有趣还是太主观了 
1676393456,487.94500,教师编要考，医院也要？
1676393272,365.81600,那就业怎么不说
1676392041,600.24900,你那是专硕规培，社会规培工资不低的
1676391921,679.54200,有啊。。。网安领域的大神有几个是学医的（简单提一嘴）
1676391841,403.49100,tnnd 这是真的
1676390764,622.79100,患者手术递出来的钱医生压根留不到几个
1676390749,485.69900,儿科！
1676390412,79.38100,up你不懂，大部分人是为了增强就业竞争力啦！
1676390410,230.37000,不不不不不不不不不不，来了你就知道了，背死你
1676390361,351.29300,其实都是围城
1676390309,202.43900,还可以研究中医
1676390287,283.45900,修电脑
1676389460,613.42100,光患者手术递的钱就够多了
1676389423,601.98100,做个手术500-1000的
1676389350,584.27600,去考公 狱医  真的不卷
1676388963,227.29700,都来学土木
1676388668,481.08800,还是很能唠，听就完了。
1676388133,705.52600,土木
1676387633,360.52400,英语专业的听哭了
1676387379,556.13300,还有保险公司，天天审核别人医疗保险报销单
1676387316,564.49900,现在不行了
1676387272,301.37900,没事儿，我好多同学都学医哈哈哈哈哈
1676387138,637.90900,护士呢
1676387079,365.49900,对，就是没钱
1676387034,271.37900,考完就忘，太对了
1676386978,113.42000,对未来人们的日常生活有用
1676386614,480.43600,确实，其实非省会的市级城市的最好三甲医院也会收本科生，只是是急诊和全科
1676386547,29.70700,学医投资大培养时间长，对于贫困家庭的真的不适合
1676386476,399.00200,谢谢，大家现在在卷博...
1676386275,578.20100,规培就算了，一个月800……
1676386188,507.98300,确实
1676386164,517.14200,错！大医院反而年轻医生做的很好，有更多的机会，而我们学校普通的一本院校，我们附属医院的外科，真的只能主任，副主任抗，其他年轻医生真的菜，真的做不了。
1676386156,135.32200,哈哈哈哈虽然真实但是有些小伙伴会害怕，而且实验是真的会处死小动物，比如兔兔，鼠鼠什么的，所以胆小勿入
1676386057,267.90200,直接考完就忘了（害
1676386035,487.30700,动物医学
