上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1676894009,9,31,False,False,学到了。但我的问题是，我作为一个实习生，经常被人临时叫去开会，项目不是我跟的，流程我也不清楚，前面会议都讲了什么也只能看会议纪要，甚至有时候这个会讲什么，为什么开，开来干嘛都不和我说，我问一句答一句，然后张口就是，你写个会议纪要。真的很烦，我什么都不知道的情况下只能和做听力一样记东西，写出来的效果也很差，无解。
1676890270,3,24,False,False,前公司因为一个小事开会，一个月因为这个小事开N次，后来员工反馈无果投入到我们HR部门，都是自己培养的宝贝，我们能怎样呢？我请他们副总吃饭趁着他喝多了，说会议其实也是成本，我有优化妙计[doge]，会前把会议主题和时间及要讨论意向发给参会人员，然后大家带着想法和输出参会，主持把控会议节奏形成决议执行，最后再复盘。他坚持了半个月又回去了。。。为了开会而开会，我们干不了活，会后晚上加班很晚才回家，现在辞职后，感觉是在享受生命而不是浪费生命。
1676887073,0,27,False,False,"开会，特别是开例会这个，很容易看出公司管理的观念，是没完没了的追责和甩锅，还是真的要解决问题
如果上面是那种只会追责的老板，上行下效，基本就别指望听到什么讨论，强行开口也都是报喜不报忧，久了公司基本就瘫了。"
1676886567,2,26,False,False,"会前发会议主题
会中主持控制节奏
会后记录发纪要
[嗑瓜子]这三个环节缺哪个，都容易搞出一堆废会议来。"
1676886840,1,19,False,False,我之前的单位，一个部门20个人，一个人随便讲5分钟就是一个半小时，然后老大在说说重点工作，每个人工作点评点评，一下午就过去了[笑哭]
1676985360,0,3,False,False,我之前的周会都要开4个小时，基本都是老板在讲或骂人，现在已经倒闭了
1676889854,4,9,False,False,越看领导越可爱了捏，是我的问题嘛
1676889038,1,9,False,False,站着讲，结束的快，不信试试
1676886170,0,5,False,False,牛啊牛啊 精确命中我司
1677078542,0,0,False,False,说完，直接去结工资[给心心]，真好
1676900260,0,3,False,False,这样说，你心里只会想我是老板还是你是老板？明天你小子有本事左脚先进门[脱单doge]
1676977472,0,1,False,False,会议室都订不到，还开长会
1677071154,0,0,False,False,为啥弹幕人身攻击的这么多
1676888055,0,2,False,False,有点实操性
1676886548,0,3,False,False,哈哈哈哈哈哈职场监控aka万能职场机器人老曾[doge]
1676905082,0,1,False,False,黑眼圈为什么这么大？
1676904281,0,1,False,False,倾听能力，共情能力
1677000998,0,0,False,False,节约开会时间唯一的方法就是减少与会人数。人多的会要么是浪费时间，要么就在开会前已经决定了。
1676891646,0,1,False,False,别累了
