上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1676685006,34,2016,False,False,要是第二杯半价但我喝不下，买一杯又觉得亏了，那我肯定一杯都不买。除非拉个顾客拼。
1676702222,11,907,False,False,以第一杯价格是商家给的锚来看，我多买一杯可以节省25%的钱，但我少买一杯可以节省100%的钱，边际效用递减得太厉害了，不买[傲娇]
1676898059,30,222,False,False,"不会买，有人做手工拉面，里面各种各样的食材，汤也是精心熬制，买50块，成本下来一块钱都不赚。
但是我只想吃一份7块的板面，当它的本身已经超过它允许的价值的时候就会一文不值，我带有目的性的去购买食品，在购买前我已经有了一个预算，超过这个预算你就是10杯也是一样[嘟嘟][嘟嘟]"
1676731768,7,88,False,False,假设一杯十八，两杯就是二十七，那我会觉得一杯就是十三块五。两杯我喝不完，买一杯等于我亏了四块五谁买谁冤种，然后不买
1676685575,7,115,False,False,除了生活必需品，其他都是不买立省百分之百。。。。自从开了电动车，我连肥宅快乐水都用某团优选，9块6罐比零买划算。
1676950619,3,14,False,False,有人拼单的话我会觉得便宜。
1676808647,5,27,False,False,我们学校有第二杯半价的活动都会一群情侣去排队，我也会去排队，只不过是一个人喝两杯[保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇]
1677034802,0,2,False,False,第二杯半价是看地区的，如果是情侣，可能男方或者女方是不喝奶茶的呢，啊，或者是不喝饮料的呢，有没有想过？然后些人是喝不了两杯的。就是假如你是找个人跟你去，那第二杯半价，相当于你一个人把两杯钱要付了。啊，那你很不好意思去开口让别人给你aa吧，那这样的话，第二杯半价其实并不是什么好的销售策略。[热]
1676949023,1,3,False,False,专家你没有女朋友吗[妙啊]
1676911684,2,8,False,False,如果说记不住，我来找你请，但又会证明我记住了这个视频，大脑都给我干坏了[doge]
1676989573,0,3,False,False,门都不出，买什么[脱单doge]
1676941061,2,2,False,False,遇到第二杯半价的奶茶店一般都不会进去（除了麦当劳），下意识认为因为不好喝才搞这个活动，而且也不好意思主动问是不是第二杯半价[笑哭][笑哭]
1677135428,0,1,False,False,先涨价百分之三十，再打八折买出，不仅客户觉得划算，我也赚的更多，这就是双赢[脱单doge]
1677042393,0,1,False,False,那如果我以后把那变成口头禅了，那你也会请我喝奶茶吗
1677080022,0,1,False,False,锚定效应
1677073339,0,0,False,False,首先奶茶我在想喝的前提下，加上我有一个朋友想喝，我会买[脱单doge]小正常人，谁一个人喝两杯[笑哭]这个东西真的很饱肚子
1677059063,0,0,False,False,多莉：先把商品涨价30%，然后再打八折，不仅我赚的多了，顾客也会觉得划算，这就是双赢
1677068347,0,0,False,False,有没有一种可能，消费主义的陷阱肆意抬高价格，我的建议是喝自己的水
1677029803,0,0,False,False,假如奶茶16块一杯，第二杯8块，24÷2=12，也就是12一杯还有得赚，换句话说我如果只喝一杯你白赚我4块。雪王来四块的柃檬水多冰
1677028817,0,0,False,False,除非我真的想喝或者有人陪着一起喝，我宁愿一杯肥宅快乐水。
1676911580,12,204,False,False,有些恼摊商家月卡写个68，然后再写一个季卡88，或者季卡288，年卡328，意图也太明显了吧[吃瓜]
1677059984,0,0,False,False,先把商品涨价百分之三十，然后再打八折卖出。不仅我赚的多了，顾客也觉得划算，这就是双赢[doge]
1677030466,0,0,False,False,很多地方会员卡或制度折扣是固定的，但其商品每个季度每年都在上涨，比如你办个卡8折，你是会员，这个商品春天或今年卖50，明年卖60，什么季卡月卡年卡之间的价格只是表象，大多数人比较的只是不同卡与不同卡之间的优惠力度和卖价，其实还是要单独看商品本身，我本身就是去年在个比较好的洗车店办个年卡8折，去年洗车35，今年40，冬天还要稍微贵点，我一开始都没反应过来[笑哭][笑哭][笑哭][笑哭][笑哭]
1677060102,0,0,False,False,哎，想想原来游戏首冲1块钱，觉得6块都贵，现在看到648档位，首冲6块，反而觉得便宜了[捂脸]
1677029009,0,0,False,False,我不看他给我什么价格，我只看自己的购买欲和经济水平[傲娇]
1677062470,1,0,False,False,所以这就是当年美国宁愿把牛奶倒进河里，也不愿意降价的原因吗？
1677070670,0,0,False,False,懂了，下次一件95折或者98折，第二件半价，买三赠一一起上[doge]
1677076767,0,0,False,False,听君一席话，胜读十年书，下次就只点一杯
1677072564,0,0,False,False,我都记不住视频了，哪记得你说过你请我喝[难过]
1677131365,0,0,False,False,一般看到第二杯半价的我就不买了[doge]吃的除外我能吃
1677135830,0,0,False,False,马服:我怀疑你在内涵我
1677052304,0,1,False,False,第二杯半价的话我连一杯都不会买，我会换个品牌买，它恶心我我不给它赚钱恶心回它[星瞳_咬星星]
1676954465,0,2,False,False,我只是想找个理由喝两杯奶茶[傲娇]
1677061338,0,0,False,False,第二杯半价我会和后面只想买一杯的陌生人拼[脱单doge]
1676995731,3,2,False,False,就算第二杯半价我也就一杯，因为我只需要这一杯，多了对于我来说就是垃圾负担
1677032802,0,0,False,False,第二杯半价省50%不买立省100%
1676696249,0,16,False,False,作为消费者，我还是认为消费应当结合自己的实际需求来定夺。如果是两个人一起出门的话且刚好有需求的话，第二杯半价我觉得是相当有性价比的。但是如果只有一人出门，无论情况如何我的第一反应都是“我只需要一杯”进而谨慎考虑消费。
1677068628,0,0,False,False,我csgo卖枪皮，100块非有人还价5块，气的我直接原价100块现价110块[脱单doge]
1676683465,0,15,False,False,看完了，也简单想了一下，虽然什么都不懂，但是我是前排啊[doge]
1677032583,0,0,False,False,可口可乐这方面是最牛逼的
1677086772,0,0,False,False,不买立省百分百[doge]
1677064075,0,0,False,False,打不打折我一般直接买两杯，因为一杯达不到运费（艹）
1676684457,0,9,False,False,不买。两杯7.5折。一杯不打折
1677069717,0,0,False,False,不买最便宜[吃瓜]
1677083491,0,0,False,False,不买立省100％啊[脱单doge]
1676986820,0,2,False,False,直接问啊，贵了就说贵，店员会给你推荐便宜的啊，我就这么干的[笑哭]
1677064421,0,0,False,False,没有活了吧 这个知识点 不需要说大家都知道
1677073869,0,0,False,False,必须买两个，我能炫三杯[doge]
1677088384,0,0,False,False,人家只是拿奶茶来举例子没必要抓着这个点来讲，内容讲的是利用价格锚来吸引客户，换种说法手游648也是锚，就拿电信诈骗来类比，被骗的人也总觉得自己不会被骗，多学习点知识总是没错的，所以大家还是少装点我不买就骗不到我的想法了[藏狐]
1676689486,0,12,False,False,如果我真的想喝两杯我会，否则不会。一般购物只瞄准自己需要的[doge][嗑瓜子]
1677069557,0,0,False,False,"那我就一杯都不买[doge]
因为不买立省100%"
1677030639,0,0,False,False,不买立省百分百
1677079677,0,0,False,False,现在默认减价既原价
1677041887,0,0,False,False,我一个人喝4杯[傲娇][傲娇][傲娇]
1677127745,0,0,False,False,我记不住   请我[doge]
1677033899,0,0,False,False,这手看得我强迫症犯了
1677061739,0,0,False,False,消费者剩余[吃瓜]
1677067073,0,0,False,False,这是诱导性需求吗
1677068282,0,0,False,False,他领带歪了吧[微笑][微笑]
1677070950,0,0,False,False,我们食堂就有饮料同种的第二杯半价，所以我要么不买要么叫上室友一块买
1676728218,0,0,False,False,第一杯都不喝，只喝白开水。
1677132007,0,0,False,False,我能只买第二杯吗？[脱单doge]
1677149173,0,0,False,False,那我下次一杯都不买
1677068708,0,0,False,False,还是看需求吧 和朋友一起出去玩买还是挺划算的
1677058140,0,0,False,False,说了很多，但都是常识
1677082407,0,0,False,False,春节套7折券
1676999900,0,0,False,False,我一个学计算机的听C语言和JAVA语言有些厌倦，听这个反而津津有味，我是不是有病[笑哭]
1676684249,0,4,False,False,很有趣，我们都知道商家有故意提价再打折的做法，是利用人們爱貪小便宜的心理。但是不知道有錨这个参照物价格参考，以后会多留意一点。
1677029462,0,0,False,False,太有气质了哥
1677030947,0,0,False,False,眼睛没有镜片[脱单doge]
1677071271,0,0,False,False,瑞幸是吧
1677050455,0,0,False,False,哥，衣服不错啊~
1677116599,0,0,False,False,这眼镜是不是只有镜框啊
1677084429,0,0,False,False,我选择咖啡[doge]奶茶哪有咖啡好喝
1677030757,0,0,False,False,好像体委
1677076233,0,0,False,False,648就是
1676693558,2,1,False,False,"我这有一个鲜活的反例：
这个百年皖酒，450ml，卖43
有50%概率中奖一瓶200ml的百年皖酒。
这个小瓶装的百年皖酒也可以单买。
按理说这个小瓶装的价格至少得在20块钱。
但实际这个小瓶装的百年皖酒在我这店只卖12块。"
1676903119,0,1,False,False,但是我有女朋友，出门可以买两杯喝[tv_doge]
1676899549,0,1,False,False,你以为你赚了，其实他永远不亏[doge][doge][doge]
1677030775,0,0,False,False,@体委说车 好像你啊
1676702955,4,2,False,False,周五买两杯，第二杯放冰箱里周六休息日喝[doge]
1677051049,0,0,False,False,喝不下，
1676943578,0,1,False,False,有的确实是卖的比别人便宜，之前买过6块钱两瓶的脉动，我看那冰箱里有大瓶有小瓶的，以为是买大送小，结果他是真的两大瓶[脱单doge]
1677066086,1,0,False,False,我是这么想的，如果买了第一杯奶茶5元，2个绑一起买8元，那么第二杯就是3元，人家店家肯定是不会亏本的，所以我觉得这就是个噱头，买了给别人当羊毛薅，才不买呢
1677118201,0,0,False,False,会[笑哭]
1676712012,4,1,False,False,cfo是什么我只听过CEO[doge]
1677109613,0,0,False,False,[热词系列_三连]
1676695253,2,1,False,False,不会，因为我不喝奶茶[doge]
1677028517,0,0,False,False,kfc现在连锚都不做了，直接买一送一或者一下买三杯，蠢完了
1677021485,0,0,False,False,两个人 本来就要喝的情况会买 就算买一送一 本来不打算喝也不会买
1677019565,0,0,False,False,领带歪了
1676998581,0,0,False,False,啊
1677116301,0,0,False,False,你这眼镜看着好难受，跟衣服搭配好突兀
1677022957,0,0,False,False,不买，立省10000%
1677001638,0,0,False,False,。。。
1676995141,0,0,False,False,穷:你不配奶茶
1676995091,0,0,False,False,我喝多少买多少，哪怕单价会贵一点，买多了就不是为了享受了就是喝多了难受了，对于即时性的东西我觉得最好还是用多少买多少
1677082408,0,0,False,False,嘎子直播间那个手机就是这个套路吧[思考]不过我是真没想到有傻子上当
1677019432,0,0,False,False,二级价格歧视
1677007784,0,0,False,False,[妙啊]十套年套多买多送
1677006685,0,0,False,False,第二杯半价的奶茶我连第一杯都不会买，因为它不值
1677003150,0,0,False,False,喝不完
1676996751,0,0,False,False,不会买，因为卡路里摄入超标
1676965286,0,0,False,False,我记不住
1677009874,0,0,False,False,可是我都记不住了你怎么帮我买[doge]
1677002537,0,0,False,False,我是做影楼营销的秀场老师  他说的都是对的
1676998619,0,0,False,False,首先喝不了两杯然后买两杯的钱还是比两杯的多 当然两个人一起是划算的决定
1676993975,0,0,False,False,看不懂
1676980455,0,0,False,False,我这第二杯免费[吃瓜]
1676996580,0,0,False,False,我们这里有一家奶茶店第二杯一元，并且第二杯可以选择任何价位奶茶[脱单doge]
1676995288,0,0,False,False,我经济选修课有讲这个概念 挺有意思的[支持]
1676994435,0,0,False,False,我甚至不会买奶茶
1676994222,0,0,False,False,锚点效应
