发送时间,视频内弹幕出现时间,弹幕文本
1677116645,391.12000,哈哈哈讽刺拉满了
1677086269,115.32800,有没有可能，淘宝刚出的时候大家是用电脑
1677067833,402.98000,要价值有什么用，硕士毕业挣的更多就够了
1677062226,404.70000,但是不考研，可能过两天连体力劳动的机会都没有
1677062033,250.74000,所以顶尖那一批人彻底拿下下面的人了
1677048494,391.22500,可以从事手工业，返璞归真
1677042988,575.89800,这个真的要考察，要做的有个人风格才能打出名气
1677024680,360.85000,你想说的是你自己有深度，能看懂这段？
1676996844,342.13800,倒 牛 奶
1676974260,537.09800,既然这么多人考研，我们去做考研机构吧
1676973950,346.51100,我感觉你是文化搅拌机
1676959757,428.57900,那以后剩余那么多劳动力要怎么办呢？
1676944282,27.41900,但一家小店产量是有限的
1676921993,185.81100,这个不对，chatgpt能给出答案，但是不能保证是正确的或者是最新的，至少目前是这样
1676908788,419.53500,就是信息差呗
1676902237,467.24400,但是实体店也可以直播卖货啊
1676899680,240.70500,舒服了
1676898638,368.25000,"这段建议考研的和不考研的都看看,非常有深度"
1676898458,198.07500,有些人视频不看完就在哪急，急啥呢？别急
1676885874,581.13200,其实任何赛道都和考研一样的
1676874828,267.80800,过好自己日子是我们的未来
1676874789,229.30900,但你的演讲我很爱听
1676866695,409.62000,别总说文科，理工科不是顶尖一样拉倒，只要在体制外混，钱就是唯一
1676866576,393.49500,ai对于工业产品的生产是降维打击
1676865217,401.21600,我是理科生，但这种所谓的对文科的傲慢是什么？
1676862463,100.93100,我喜欢在实体店
1676861868,505.66600,懂了  考研培训机构才是王道
1676858336,446.24200,我靠，乐死我了
1676829462,404.95200,人工智能还需要操作员来让他做成事，ChatGPT还没发展成像员工那样，还得有人监督，现在还不能都让老板来发命令就可以了
1676827262,1.28100,那么将推出更严格的户籍制度，否则房价将会崩盘，因为距离和时间不再成为限制条件
1676826700,31.93100,拷打考研人
1676826598,477.12000,说考研ai的先问问你自己高考数学几分
1676824941,516.37800,说考公的根本没看懂这个视频。。
1676824778,324.40400,光喊精神文化有什么用，饭都吃不起了拿命产呢。。。
1676824695,310.46700,哈哈哈确实确实有个画师画商业插画被扒被狙击了
1676823155,494.66800,懂了，考研去学ai
1676823072,420.38800,不考又能怎么办呢
1676822600,205.21900,这是反经验主义的经验主义逻辑
1676822535,178.25900,这里有个预设，那就是Chatgpt这类给的答案是对的。如果不是对的，那就没有意义
