发送时间,视频内弹幕出现时间,弹幕文本
1677112595,40.38100,25硕士毕业，29博士毕业加家庭孩子生娃
1677110869,98.81500,上班了就别提感受世界了
1677097116,109.93000,有没有可能工作了更没朋友了
1677093894,45.37800,你在社会就能四通八达了么
1677084466,69.23400,反向劝学
1677072421,16.31200,申请国外的一年制研究生 研究哪个国家的中学最短 大学最短
1677072058,59.37000,可以少打几年工啊
1677068793,83.41700,应该被卷
1677068743,28.13500,我也觉得
1677065236,153.27300,确实
1677065156,73.50800,十年前考研还有点性价比
1677042695,150.02400,这个是真的对
1677042501,53.97400,不是啊，读书并不枯燥啊，社畜的生活才是真的枯燥
1677030076,123.41500,对对
1677030061,110.08200,过集体生活会傻太真实了
1677029961,33.73700,我就是这么想的
1677029956,28.73700,好耶
1676977199,86.00200,太对了
1677092360,46.14700,你说的学历都是拿月薪的，不是拿年薪的
1677082095,54.19800,我确实思考过，这个还是看专业吧，我医学类没有高一点学历进不了好医院qwq
1677069557,41.51200,我感觉三十几还在学校很幸福
1677063325,59.39800,确实
1677030012,84.73900,确实
1676998839,87.11900,都用来当社畜了
1677072458,110.73900,我辞职读研究生再找工作工资翻了四五倍
1677042623,79.83000,emmm，其实吧，读研的朋友圈比上班丰富
1677105767,54.90700,不觉得哈哈哈
1677065801,85.45700,就是说对社会没多大意义但是对个人就不一样主要看自己
1676988773,89.50800,太赞同了
1677077677,66.07700,不会，多赖一会赖一会，学校幸福
1677073759,108.98800,嘻嘻 我去读硕士纯粹为了出国体验另一种生活
1677068786,71.59100,因为真的大多数越读越呆，青春真的不能全部花费在学校
1677064562,41.51900,我可以一直呆在学校里，只要它要我就行
1676986526,47.76000,家里有条件的话清澈到30我觉得也没啥问题，人各有志
1676978868,36.42900,大部分，不是精神经济独立的高学历没意义[doge]
1677080382,55.01700,哈哈哈哈哈哈哈真相
1677079246,90.34000,emmm有没有种可能我本科出来工作，以后我的工资又低而且还没法享受生活，最后上限低呢
1677070778,50.67100,挣得多就行呗
1677065199,117.07800,确实
1677079681,43.31000,是真的
1677065142,59.31400,是滴，看看自己是不是搞学术的料
1677116150,146.39800,用意不用力
1677110926,31.50300,得看专业和个人的目标吧，医学生想去三甲医院不考不行哇。
1677081677,63.77900,不差钱 就是喜欢校园生活
1677080570,47.17200,可研究生升职更快
1677072366,83.02600,上班不如上学爽……
1677070823,77.57300,看需求
1677065405,82.95100,额  真的因人而异
1677030029,92.15200,当社畜也有当社畜的好
