上传时间,回复数,点赞数,up是否回复,up是否点赞,评论文本
1676277396,66,4210,False,False,老唐，提个建议哈。为了不被店家认出来，让探店更真实的，你不如掩饰一下外表，例如脸上套个丝袜[暗中观察]
1676361407,56,907,False,False,"说厦门东西不好吃的...那是你们没吃过厦大的食堂
吃过之后你才知道什么叫真正的难吃[保卫萝卜_哭哭]"
1676373289,12,14,False,False,乐死了，每次这种视频都有除厦门人外的福建人在声讨厦门，讲真有这么闲不如让家乡搞一搞自己的宣传，厦门这种基本没啥特色小吃的地方都能靠宣传变成福建最有名的城市[嗑瓜子]
1676264464,65,408,False,False,厦门真的感觉是美食荒漠，过年前去的，野草莓也吃了，但是味道一般，排队人超多，五点多到的号发完了，还是一个好心的小姐姐把她的号给我们了，等了快俩小时吃到的，就很一般。
1676299363,8,187,False,False,小吃街的小吃就是把外地人骗进来开店，然后去骗外地人吃
1676274298,5,73,False,False,本来八市就是一个普通市民的菜市场 过年过节家里都会去那边买菜的 结果近几年被炒起来了 什么都涨价 各种吃的喝的都挂起老字号招牌 大家都去 没啥好逛的
1676262221,33,1121,False,False,有人要不
1676301847,41,56,False,False,福建人分好细哦，厦门、泉州啥的。在我们这边就比较糙，统称东北菜[笑哭] 可能做法都不一样 还是都叫东北菜[笑哭]
1676278973,2,26,False,False,野草莓真是厦门老网红店了，火了这么多年还是这么多人
1676259761,63,2327,False,False,都是他们女朋友逼着他们排队的，像我就好没人会逼我哈哈哈哈哈哈哈哈呜呜呜呜呜
1676259479,5,74,False,False,土著人看到这个视频其实喜忧参半，说实话，当初大力宣传这些网红旅游的时候觉得还挺好，毕竟旅游城市，能多涨点经济，但是这几年下来感觉市场行业被带偏了一样，好多小吃涨价的离谱，味道和分量也小了，特别是岛内几个小市场和鼓浪屿，现在去玩都只敢去岛外，跑石鼓路了[笑哭]
1676371377,1,8,False,False,19年那会毕业就去厦门玩了，当时的野草莓自由市场还没现在这样满，烤鸡香嫩多汁，汉堡里的黄芥末酱满到要溢出来，我最喜欢的还是那个焦糖酸奶，第一次吃惊艳了我好久，以至于离开厦门我还念念不忘，吃的饱饱的人均也花了不到点六十块，不知道现在味道还和当年一样吗
1676349777,14,18,False,False,厦门真的是美食荒漠，本地特色小吃很少。视频里出现的小吃基本是泉州的，加个厦门特色就网红了
1676282179,3,56,False,False,老唐，提个建议哈。为了不被店家认出来，让探店更真实的，你不如掩饰一下外表，例如脸上套个丝袜[暗中观察]
1676270575,14,265,False,False,厦门人说一句嗷，其实八市就是个普通的海鲜市场和菜市场（里面带网红的东西其实都有点溢价了）
